名称,smiles,EO,PO,亲油亲水值HLB,CMC（临界胶束浓度）,表面张力（γcmc）,界面张力（IFT）,润湿性接触角θ,最小分子截面积Amin,最大表面过剩浓度Γmax,表面张力降低效率参数Pc20,文献或来源（如果可以）
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.009,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=HESS PHIL; reference=39009; original CMC=9. X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.008,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=V VO; reference=60025; original CMC=8.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00722,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=WARD; reference=40004; original CMC=7.22 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0077,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=GODD HARV; reference=53012; original CMC=7.7 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0066,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=HARR; reference=60004; original CMC=6.6 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0071,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=HARR; reference=60004; original CMC=7.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00825,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=FLOC; reference=61007; original CMC=8.25 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00795,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=20; additives=nan; authors=HAYD PHIL; reference=58012; original CMC=7.95 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.007977,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=21; additives=nan; authors=HUIS; reference=64047; original CMC=2.30 X10-1 D 7.977X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.007457,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=21; additives=nan; authors=HUIS; reference=64047; original CMC=2.15 X10-1 D 7.457X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.007665,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SCHI FOWK; reference=57014; original CMC=2.21 X10-1 D 7.665X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.008081,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=WILL MYSE; reference=55005; original CMC=2.330X10-1 D 8.081X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.008116,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=WILL MYSE; reference=55005; original CMC=2.340X10-1 D 8.116X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.003185,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=WILL MYSE; reference=55005; original CMC=2.36 X10-1 D 3.185X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0082,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=CORK GOOD; reference=62006; original CMC=8.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0058,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=KLEV; reference=48005; original CMC=5.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.006,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=STAN RADL; reference=60021; original CMC=6. X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0078,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GODD HIGH; reference=55018; original CMC=7.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0081,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GODD HIGH; reference=55018; original CMC=8.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0083,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=60010; original CMC=8.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.008061,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SCHO; reference=66036; original CMC=2.324X10-1 D 8.061X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00811,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=BENT SPAR; reference=66038; original CMC=8.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0088,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MIUR MATS; reference=57025; original CMC=8.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00816,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=FLOC; reference=61007; original CMC=8.16 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0054,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25.6; additives=nan; authors=KLEV; reference=47004; original CMC=5.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00073,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=7.3 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00563,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=5.63 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0072,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=SCHI MANN; reference=66001; original CMC=7.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00163,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=1.63 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00403,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN HARR; reference=58008; original CMC=4.03 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.007943,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=GINN KINN; reference=61015; original CMC=2.29 X10-1 D 7.943X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00822,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MYSE OTTE; reference=61017; original CMC=8.22 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00783,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MYSE OTTE; reference=61017; original CMC=7.83 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00827,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=MUKE KAPA; reference=66002; original CMC=8.27 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00815,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=ELWO MYSE; reference=66007; original CMC=8.15 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0084,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=25; additives=nan; authors=ELWO MYSE; reference=66007; original CMC=8.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00602,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=26; additives=nan; authors=CORR HARK; reference=47006; original CMC=6.02 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00612,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=26; additives=nan; authors=CORR HARK; reference=47006; original CMC=6.12 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.01,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=30; additives=nan; authors=MARK TSIK; reference=64051; original CMC=1.00 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.005,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=30; additives=nan; authors=KLEV RAIS; reference=54010; original CMC=5. X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00823,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=30; additives=nan; authors=FLOC; reference=61007; original CMC=8.23 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00918,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=35; additives=nan; authors=SHIR MATU; reference=65020; original CMC=9.18 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00839,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=35; additives=nan; authors=FLOC; reference=61007; original CMC=8.39 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.012,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=40; additives=nan; authors=SATA TYUZ; reference=53006; original CMC=1.2 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0061,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=40; additives=nan; authors=MIYA; reference=60029; original CMC=6.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.007,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=40; additives=nan; authors=GODD HARV; reference=53012; original CMC=7.00 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00865,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=40; additives=nan; authors=EVAN; reference=56006; original CMC=8.65 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0089,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=40; additives=nan; authors=MEGU KOND; reference=56020; original CMC=8.9 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00886,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=45; additives=nan; authors=FLOC; reference=61007; original CMC=8.86 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0046,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=45; additives=nan; authors=KLEV; reference=47004; original CMC=4.6 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0093,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=50; additives=nan; authors=LANG; reference=53005; original CMC=9.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0068,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=50; additives=nan; authors=WEIL STIR; reference=63013; original CMC=6.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0092,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=54; additives=nan; authors=MIYA; reference=60029; original CMC=9.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0098,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=55; additives=nan; authors=CORK GOOD; reference=62006; original CMC=9.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00949,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=55; additives=nan; authors=FLOC; reference=57013; original CMC=9.49 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.007839,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=55; additives=nan; authors=SCHI FOWK; reference=57014; original CMC=2.26 X10-1 D 7.839X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.00961,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=55; additives=nan; authors=FLOC; reference=61007; original CMC=9.61 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0045,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=55; additives=nan; authors=KLEV; reference=47004; original CMC=4.5 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.0073,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=55; additives=nan; authors=MIUR ARIS; reference=58023; original CMC=7.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.011,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=60; additives=nan; authors=MARK TSIK; reference=64051; original CMC=1.10 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.01016,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=60; additives=nan; authors=FLOC; reference=61007; original CMC=1.016X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
SODIUM DODECYL 1 SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,0.0,,0.007804,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=60; additives=nan; authors=GINN KINN; reference=61015; original CMC=2.25 X10-1 D 7.804x10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
