Compound No.,Mol. Wgt.,Name,IUPAC,SMILES,Lookup wgt.,Method
494,0,POTASSIUM DILINOLEATE,"dipotassium;(9Z,12Z)-octadeca-9,12-dienoate",CCCCCC=CCC=CCCCCCCCC(=O)[O-].CCCCCC=CCC=CCCCCCCCC(=O)[O-].[K+].[K+],637.1,PubChem name
495,524.7,SUCROSE MONOLAURATE,"[(2S,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] dodecanoate",CCCCCCCCCCCC(=O)OC1(C(C(C(C(O1)CO)O)O)O)C2(C(C(C(O2)CO)O)O)CO,524.6,LLM initial name and weight
496,608.9,SUCROSE MONOSTEARATE,"[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]methyl octadecanoate",CCCCCCCCCCCCCCCCCC(=O)OCC1(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O,608.8,LLM initial name and weight
497,552.7,SUCROSE MONOMYRISTATE,"[(2S,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] tetradecanoate",CCCCCCCCCCCCCC(=O)OC1(C(C(C(C(O1)CO)O)O)O)C2(C(C(C(O2)CO)O)O)CO,552.7,LLM initial name and weight
498,580.8,SUCROSE MONOPALMITATE,"[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl hexadecanoate",CCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,580.7,LLM initial name and weight
499,819.3,SUCROSE DI-PALMITATE,N/A,N/A,0,Unknown
500,354,DODECYL TRI/2-HYDROXYETHYL/AMMONIUM CHLORIDE,"(2S,3S,4R)-2-aminooctadecane-1,3,4-triol;hydrochloride",CCCCCCCCCCCCCCC(C(C(CO)N)O)O.Cl,354,LLM initial name and weight
501,264.3,SODIUM HEXYL BENZENE SULFONATE,"sodium;2,3-di(propan-2-yl)benzenesulfonate",CC(C)C1=C(C(=CC=C1)S(=O)(=O)[O-])C(C)C.[Na+],264.32,LLM initial name and weight
502,278.3,SODIUM HEPTYL BENZENE SULFONATE,sodium;2-(5-methylhexyl)benzenesulfonate,CC(C)CCCCC1=CC=CC=C1S(=O)(=O)[O-].[Na+],278.34,LLM initial name and weight
503,292.3,SODIUM OCTYL BENZENE SULFONATE,sodium;4-octylbenzenesulfonate,CCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],292.37,LLM initial name and weight
504,306.4,SODTUM NONYL BENZENE SULFONATE,sodium;2-nonylbenzenesulfonate,CCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-].[Na+],306.4,LLM initial name and weight
505,320.4,SODIUM DECYL BENZENE SULFONATE,sodium;4-decylbenzenesulfonate,CCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],320.4,LLM initial name and weight
506,348.5,SODIUM DODECYL BENZENE SULFONATE,sodium;4-dodecan-2-ylbenzenesulfonate,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],348.5,LLM initial name and weight
507,376.5,SODIUM TETRADECYL BENZENE SULFONATE,sodium;4-tetradecylbenzenesulfonate,CCCCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],376.5,LLM initial name and weight
508,404.6,SODIUM HEXADECYL BENZENE SULFONATE,sodium;4-hexadecan-8-ylbenzenesulfonate,CCCCCCCCC(CCCCCCC)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],404.6,LLM initial name and weight
509,432.6,SODTUM OCTADECYL BENZENE SULFONATE,sodium;2-octadecylbenzenesulfonate,CCCCCCCCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-].[Na+],432.6,LLM initial name and weight
510,292.3,SODIUM 2-ETHYL-HEXYL BENZENE SULFONATE,sodium;4-octylbenzenesulfonate,CCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],292.37,LLM initial name and weight
511,320.4,SODIUM 2-PROPYL-HEPTYL BENZENE SULFONATE,sodium;4-decylbenzenesulfonate,CCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],320.4,LLM initial name and weight
512,348.5,SODIUM 2-BUTYL-OCTYL BENZENE SULFONATE,sodium;4-dodecan-2-ylbenzenesulfonate,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],348.5,LLM initial name and weight
513,376.5,SODIUM 2-AMYL-NONYL BENZENE SULFONATE,sodium;4-tetradecylbenzenesulfonate,CCCCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],376.5,LLM initial name and weight
514,348.5,SODIUM 6-N-DODECYL BENZENE SULFONATE,sodium;4-dodecan-2-ylbenzenesulfonate,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],348.5,LLM initial name and weight
515,306.5,IS0-OCTYL/OXYETHYLENE/4 ALCOHOL BRANCHED CHAIN NATURAL 0E DISTRIBUTION,2-[2-[2-(2-octoxyethoxy)ethoxy]ethoxy]ethanol,CCCCCCCCOCCOCCOCCOCCO,306.44,LLM initial name and weight
516,320.5,"NONYL/OXYETHYLENE/4 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION","propane-1,2,3-triol;tetradecanoic acid",CCCCCCCCCCCCCC(=O)O.C(C(CO)O)O,320.5,LLM initial name and weight
517,598.9,DECYL/OXO-PROCESS/ /OXYETHYLENE/10 ALCOHOL BRANCHED CHAIN NATURAL 0E DISTRIBUTION,"dodecanoic acid;2-ethylhexanoic acid;2-[[3-hydroxy-2,2-bis(hydroxymethyl)propoxy]methyl]-2-(hydroxymethyl)propane-1,3-diol",CCCCCCCCCCCC(=O)O.CCCCC(CC)C(=O)O.C(C(CO)(CO)COCC(CO)(CO)CO)O,598.8,LLM initial name and weight
518,450.7,"TRIMETHYLNONYL/OXYETHYLENE/6 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION",2-[2-[2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,450.6,LLM initial name and weight
519,334.6,DECYL/OX0-PROCESS/ /OXYETHYLENE/4 ALCOHOL BRANCHED CHAIN NATURAL 0E DISTRIBUTION,2-[2-[2-(2-decoxyethoxy)ethoxy]ethoxy]ethanol,CCCCCCCCCCOCCOCCOCCOCCO,334.5,LLM initial name and weight
520,524.8,UNDECYL/OXYETHYLENE/8 ALCOHOL NATURAL DISTRIBUTION OF HEAD GROUPS,2-[2-[2-[2-[2-[2-[2-(2-undecoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,524.7,LLM initial name and weight
521,641,"TRIDECYL/OXYETHYLENE/10 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION",2-[2-[2-[2-[2-[2-[2-[2-[2-(2-tridecoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,640.9,LLM initial name and weight
522,727.9,DECYL BENZENE ORTHO/OXYETHYLENE/11.2 ALCOHOL NATURAL DISTRIBUTION OF HEAD GROUPS,N/A,N/A,0,Unknown
523,719.1,DECYL BENZENE PARA/OXYETHYLENE/11.0 ALCOHOL NATURAL DISTRIBUTION OF HEAD GROUPS,"2-[2-[2-[2-[2-[2-[2-[2-[2-[2-(2,3-dipentylphenoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol;oxirane",CCCCCC1=C(C(=CC=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCCCC.C1CO1,719,LLM initial name and weight
524,859.3,HEXADECYL/OXYETHYLENE/14 ALCOHOL BRANCHED CHAIN NATURAL 0E DISTRIBUTION,N/A,N/A,0,Unknown
525,316.4,SODIUM TETRADECYL 6-SULFATE,sodium;tetradecyl sulfate,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],316.43,LLM initial name and weight
526,316.4,SODIUM 2-DI-N-HEXYL ETHYL SULFATE,sodium;tetradecyl sulfate,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],316.43,LLM initial name and weight
527,222.3,SODIUM UNDECANE-3-CARBOXYLATE,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],222.3,LLM initial name and weight
528,358.9,DODECYL TROPYLIUM PERCHLORATE,"(2R,3R)-5-chloro-3-ethyl-2-[(E,2R,3S,4R,5S)-2-hydroxy-4-methoxy-3,5-dimethylnon-7-enyl]-2,3-dihydropyran-6-one",CCC1C=C(C(=O)OC1CC(C(C)C(C(C)CC=CC)OC)O)Cl,358.9,LLM initial name and weight
529,144.2,OCTANOIC ACID,octanoic acid,CCCCCCCC(=O)O,144.21,LLM initial name and weight
530,172.3,DECANOIC ACID,decanoic acid,CCCCCCCCCC(=O)O,172.26,LLM initial name and weight
531,200.4,DODECANOIC ACID,dodecanoic acid,CCCCCCCCCCCC(=O)O,200.32,LLM initial name and weight
532,228.4,TETRADECANOIC ACID,tetradecanoic acid,CCCCCCCCCCCCCC(=O)O,228.37,LLM initial name and weight
533,256.5,HEXADECANOIC ACID,hexadecanoic acid,CCCCCCCCCCCCCCCC(=O)O,256.42,LLM initial name and weight
534,284.5,OCTADECANOIC ACID,octadecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,284.5,LLM initial name and weight
535,1035.6,HEXADECYL/OXYETHYLENE/18 ALCOHOL,N/A,N/A,0,Unknown
536,208.3,NONYL SULFONIC ACID,methyl octane-1-sulfonate,CCCCCCCCS(=O)(=O)OC,208.32,LLM initial name and weight
537,236.4,UNDECYL SULFONIC ACID,decyl methanesulfonate,CCCCCCCCCCOS(=O)(=O)C,236.37,LLM initial name and weight
538,0,PLURONIC L62,2-methyloxirane;oxirane,CC1CO1.C1CO1,102.13,PubChem name
539,0,RENEX 698,N/A,N/A,0,Unknown
540,0,SIPONIO BC,N/A,N/A,0,Unknown
541,332.4,SODIUM DODECYL MONO-OXYETHYLENE SULFATE,sodium;2-dodecoxyethyl sulfate,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],332.43,LLM initial name and weight
542,376.5,SODIUM DODECYL DIOXYETHYLENE SULFATE,sodium;2-(2-dodecoxyethoxy)ethyl sulfate,CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],376.5,LLM initial name and weight
543,464.6,SODIUM DODECYL TETRA-0XYETHYLENE SULFATE,sodium;2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethyl sulfate,CCCCCCCCCCCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],464.6,LLM initial name and weight
544,360.5,SODIUM TETRADECYL MONO-OXYETHYLENE SULFATE,sodium;2-tetradecoxyethyl sulfate,CCCCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],360.5,LLM initial name and weight
545,404.5,SODIUM TETRADECYL DI-0XYETHYLENE SULFATE,sodium;2-(2-tetradecoxyethoxy)ethyl sulfate,CCCCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],404.5,LLM initial name and weight
546,448.6,SODIUM TETRADECYL TRI-0XYETHYLENE SULFATE,sodium;2-[2-(2-tetradecoxyethoxy)ethoxy]ethyl sulfate,CCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],448.6,LLM initial name and weight
547,414.6,SODIUM OLEYL MONO-OXYETHYLENE SULFATE,sodium;2-octadecoxy-2-oxoethanesulfonate,CCCCCCCCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],414.6,LLM retried name and weight
548,458.6,SODIUM OLEYL DI-0XYETHYLENE SULFATE,sodium;[18-(2-methylpropoxy)-18-oxooctadecan-9-yl] sulfate,CCCCCCCCC(CCCCCCCCC(=O)OCC(C)C)OS(=O)(=O)[O-].[Na+],458.6,LLM initial name and weight
549,502.7,SODIUM OLEYL TRI-0XYETHYLENE SULFATE,sodium;4-dodecoxy-4-oxo-3-sulfobutanoate;3-methylheptane,CCCCCCCCCCCCOC(=O)C(CC(=O)[O-])S(=O)(=O)O.CCCCC(C)CC.[Na+],502.7,LLM initial name and weight
550,0,LAURIC ACID DIETHANOLAMINE CONDENSATE,"N,N-bis(2-hydroxyethyl)dodecanamide",CCCCCCCCCCCC(=O)N(CCO)CCO,287.44,PubChem name
551,440.6,PHENYL SULFOSTEARIC ACID,2-(2-sulfophenyl)octadecanoic acid,CCCCCCCCCCCCCCCCC(C1=CC=CC=C1S(=O)(=O)O)C(=O)O,440.6,LLM initial name and weight
552,454.7,TOLYL SULFOSTEARIC ACID,"(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3-methylsulfonyloxy-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)C)C)C,454.7,LLM initial name and weight
553,468.7,XYLYL SULFOSTEARIC ACID,"2-(2,3-dimethylphenyl)-2-sulfooctadecanoic acid",CCCCCCCCCCCCCCCCC(C1=CC=CC(=C1C)C)(C(=O)O)S(=O)(=O)O,468.7,LLM initial name and weight
554,348.5,SANTOMERSE 3 /SODIUM DODECYL BENZENE SULFONATE/,sodium;4-dodecan-2-ylbenzenesulfonate,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],348.5,LLM initial name and weight
555,0,TERGITOL TMN,N/A,N/A,0,Unknown
556,328.3,ARESKAP 100 /MONOBUTYL PHENYLPHENOL SODIUM MONOSULFONATE/,sodium;3-butyl-2-hydroxy-6-phenylbenzenesulfonate,CCCCC1=C(C(=C(C=C1)C2=CC=CC=C2)S(=O)(=O)[O-])O.[Na+],328.4,LLM initial name and weight
557,312.3,ARESKET 300 /MONOBUTYL BIPHENYL SODIUM MONOSULFONATE/,sodium;2-butyl-6-phenylbenzenesulfonate,CCCCC1=C(C(=CC=C1)C2=CC=CC=C2)S(=O)(=O)[O-].[Na+],312.4,LLM initial name and weight
558,486.4,ARESKLENE 400 /DIBUTYL PHENYLPHENOL DISODIUMDISULFONATE,N/A,N/A,0,Unknown
559,0,"CATOL 605 /(N-(2-KET0-2-(2,-LAUROYL OXYETHYLAMINO) ETHYL) TRIMETHYLAMMONIUM CHLORIDE/",N/A,N/A,0,Unknown
560,0,"EMULSOL 607L N-(2-KET0-2-(2,-LAUROYLOXETHYL AMINO) ETHYL) PYRIDINIUM CHLORIDE",N/A,N/A,0,Unknown
561,320.4,SANTOMERSE D /SODIUM DECYLBENZENE SULFONATE/,sodium;4-decylbenzenesulfonate,CCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],320.4,LLM initial name and weight
562,286.3,SODIUM DODECENYL SULFATE,sodium;cyclododecyl sulfate,C1CCCCCC(CCCCC1)OS(=O)(=O)[O-].[Na+],286.37,LLM initial name and weight
563,0,ZEPHIRAN /COCONUT DIMETHYLBENZYL AMMONIUM CHLORIDE/,N/A,N/A,0,Unknown
564,0,NA 0SR,N/A,N/A,0,Unknown
565,0,DAXAD 11,N/A,N/A,0,Unknown
566,0,AQUAREX D,N/A,N/A,0,Unknown
567,0,SA-178,N/A,N/A,0,Unknown
568,555.1,MAGNESIUM DODECYL SULFATE,magnesium;dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Mg+2],555.1,Found by mass lookup
569,618.4,STRONTIUM DODECYL SULFATE,strontium;dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Sr+2],618.4,Found by mass lookup
570,737.9,LEAD DODECYL SULFATE,bis(dodecoxysulfonyloxy)lead,CCCCCCCCCCCCOS(=O)(=O)O[Pb]OS(=O)(=O)OCCCCCCCCCCCC,738,Found by mass lookup
571,585.7,MANGANESE DODECYL SULFATE,dodecyl sulfate;manganese(2+),CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Mn+2],585.7,Found by mass lookup
572,589.7,COBALTOUS DODECYL SULFATE,cobalt(2+);dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Co+2],589.7,Found by mass lookup
573,594.3,CUPRIC DODECYL SULFATE,copper;dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Cu+2],594.3,Found by mass lookup
574,596.1,ZINC DODECYL SULFATE,zinc;dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Zn+2],596.2,Found by mass lookup
575,589.5,NICKEL DODECYL SULFATE,dodecyl sulfate;nickel(2+),CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Ni+2],589.5,Found by mass lookup
576,650.4,CUPRIC TETRADECYL SULFATE,copper;tetradecyl sulfate,CCCCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Cu+2],650.4,Found by mass lookup
577,706.5,CUPRIC HEXADECYL SULFATE,copper;hexadecyl sulfate,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Cu+2],706.5,Found by mass lookup
578,710.6,METHYL /OXYETHYLENE/ 11.9 DECANDATE REDUCED POLYDISPERSITY OF HEAD GROUPS,N/A,N/A,0,Unknown
579,765.1,METHYL /OXYETHYLENE/ 12.5 DODECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS,"[2-[[2-[[2,2-bis(hydroxymethyl)-3-octanoyloxypropoxy]methyl]-3-hydroxy-2-(hydroxymethyl)propoxy]methyl]-2-(heptanoyloxymethyl)-3-hydroxypropyl] decanoate",CCCCCCCCCC(=O)OCC(CO)(COCC(CO)(CO)COCC(CO)(CO)COC(=O)CCCCCCC)COC(=O)CCCCCC,765,Found by mass lookup
580,494.7,METHYL /OXYETHYLENE/ 7.0 DECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS,"2,2,3,3,4,4,5-heptahydroxypentacosanoic acid",CCCCCCCCCCCCCCCCCCCCC(C(C(C(C(=O)O)(O)O)(O)O)(O)O)O,494.7,Found by mass lookup
581,640.1,METHYL /OXYETHYLENE/ 10.3 DECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS,N/A,N/A,0,Unknown
582,891.3,METHYL /OXYETHYLENE/ 16.0 DECANOATE NATURAL DISTRIBUTION OF HEAD GROUPS,N/A,N/A,0,Unknown
583,478.7,METHYL /OXYETHYLENE/ 6.0 DODECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS,2-[2-[2-[2-[2-(2-tridecoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]acetic acid,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCC(=O)O,478.7,Found by mass lookup
584,584.5,METHYL /OXYETHYLENE/ 8.4 DODECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS,N/A,N/A,0,Unknown
585,707.9,METHYL /OXYETHYLENE/ 11.2 DODECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS,N/A,N/A,0,Unknown
586,493.1,METHYL /OXYETHYLENE/ 7.6 OCTANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS,N/A,N/A,0,Unknown
587,307.5,DECYL IDIMETHYLAMMONIOPROPANE SULFONATE,3-[decyl(dimethyl)azaniumyl]propane-1-sulfonate,CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],307.5,LLM initial name and weight
588,335.6,DODECYL DIMETHYLAMMONIOPROPANE SULFONATE,3-[dodecyl(dimethyl)azaniumyl]propane-1-sulfonate,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],335.5,LLM initial name and weight
589,391.7,HEXADECYLDIMETHYLAMMONIOPROPANE SULFONATE,3-[hexadecyl(dimethyl)azaniumyl]propane-1-sulfonate,CCCCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],391.7,LLM initial name and weight
590,299.6,DODECYL DIMETHYLAMMONIOPROPANE CARBOXYLATE,N/A,N/A,0,Unknown
591,352.5,DODECYL DIMETHYLPHOSPHONIOPROPANE SULFONATE,3-[dodecyl(dimethyl)phosphaniumyl]propane-1-sulfonate,CCCCCCCCCCCC[P+](C)(C)CCCS(=O)(=O)[O-],352.5,LLM initial name and weight
592,299.6,DODECYL N-DIETHYL N-BETAINE,N-(2-hydroxyethyl)hexadecanamide,CCCCCCCCCCCCCCCC(=O)NCCO,299.5,LLM initial name and weight
593,351.6,DIMETHYL DODECYLAMMONIOPROPANE HYDROXY SULFONATE,3-[dodecyl(dimethyl)azaniumyl]-2-hydroxypropane-1-sulfonate,CCCCCCCCCCCC[N+](C)(C)CC(CS(=O)(=O)[O-])O,351.5,LLM initial name and weight
594,391.7,DODECYL DIPROPYL AMMONIOPROPANE SULFONATE,3-[hexadecyl(dimethyl)azaniumyl]propane-1-sulfonate,CCCCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],391.7,LLM initial name and weight
595,351.6,DODECYL DIMETHYL AMMONIOPROPANE SULFATE,3-[dodecyl(dimethyl)azaniumyl]-2-hydroxypropane-1-sulfonate,CCCCCCCCCCCC[N+](C)(C)CC(CS(=O)(=O)[O-])O,351.5,LLM initial name and weight
596,353.6,TETRAHYDROANACARDOL AMMONIUM MONOSULFONATE,"3-(dimethylamino)-1-(4-hexylsulfonyl-2,6-dimethylphenyl)propan-1-one",CCCCCCS(=O)(=O)C1=CC(=C(C(=C1)C)C(=O)CCN(C)C)C,353.5,Found by mass lookup
597,346.5,SODIUM DODECYL MONO-0XYPROPYL SULFATE,sodium;2-tridecoxyethyl sulfate,CCCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],346.5,LLM initial name and weight
598,374.5,SODIUM TETRADECYL MONO-OXYPROPYL SULFATE,sodium;butyl sulfate;oxacyclotetradecane,CCCCOS(=O)(=O)[O-].C1CCCCCCOCCCCCC1.[Na+],374.5,LLM initial name and weight
599,432.6,SODIUM TETRADECYL DI-0XYPROPYL SULFATE,sodium;2-(2-hexadecoxyethoxy)ethyl sulfate,CCCCCCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],432.6,LLM initial name and weight
600,402.6,SODIUM HEXADECYL MONO-0XYPROPYL SULFATE,"sodium;1,3-bis(2-ethylhexoxy)propane-2-sulfonate",CCCCC(CC)COCC(COCC(CC)CCCC)S(=O)(=O)[O-].[Na+],402.6,LLM initial name and weight
601,430.6,SODIUM OCTADECYL MONO-0XYPROPYL SULFATE,sodium;3-hydroxy-2-octadecan-2-yloxypropane-1-sulfonate,CCCCCCCCCCCCCCCCC(C)OC(CO)CS(=O)(=O)[O-].[Na+],430.6,LLM initial name and weight
602,280.4,ALPHA SULFO LAURIC ACID,2-sulfododecanoic acid,CCCCCCCCCCC(C(=O)O)S(=O)(=O)O,280.38,LLM initial name and weight
603,344.4,SODIUM PROPYL ALPHA SULFO LAURATE,sodium;2-dodecanoyloxypropane-1-sulfonate,CCCCCCCCCCCC(=O)OC(C)CS(=O)(=O)[O-].[Na+],344.4,LLM initial name and weight
604,344.4,SODIUM METHYL ALPHA SULFO MYRISTATE,sodium;2-dodecanoyloxypropane-1-sulfonate,CCCCCCCCCCCC(=O)OC(C)CS(=O)(=O)[O-].[Na+],344.4,LLM initial name and weight
605,330.4,SODIUM AMYL ALPHAPHOSPHONO PELARGONATE,sodium;2-(1-phosphonoethyl)dodecanoate,CCCCCCCCCCC(C(C)P(=O)(O)O)C(=O)[O-].[Na+],330.33,LLM initial name and weight
606,344.4,SODIUM AMYL ALPHAPHOSPHONO CAPRATE,sodium;2-methyl-2-phosphonotetradecanoate,CCCCCCCCCCCCC(C)(C(=O)[O-])P(=O)(O)O.[Na+],344.36,LLM initial name and weight
607,344.4,SODIUM ISOPROPYL ALPHAPHOSPHONO LAURATE,sodium;2-methyl-2-phosphonotetradecanoate,CCCCCCCCCCCCC(C)(C(=O)[O-])P(=O)(O)O.[Na+],344.36,LLM initial name and weight
608,344.4,SODIUM METHYL ALPHAPHOSPHONO MYRISTATE,sodium;2-methyl-2-phosphonotetradecanoate,CCCCCCCCCCCCC(C)(C(=O)[O-])P(=O)(O)O.[Na+],344.36,LLM initial name and weight
609,400.5,SODIUM ISOPROPYL ALPHAPHOSPHONO PALMITATE,sodium;2-hexyldecyl oxiran-2-ylmethyl phosphate,CCCCCCCCC(CCCCCC)COP(=O)([O-])OCC1CO1.[Na+],400.5,LLM initial name and weight
610,400.5,SODIUM METHYL ALPHAPHOSPHONO STEARATE,sodium;2-hexyldecyl oxiran-2-ylmethyl phosphate,CCCCCCCCC(CCCCCC)COP(=O)([O-])OCC1CO1.[Na+],400.5,LLM initial name and weight
611,238.2,ALPHAPHOSPHONO PELARGONIC ACID,ethyl 2-diethoxyphosphorylpropanoate,CCOC(=O)C(C)P(=O)(OCC)OCC,238.22,LLM initial name and weight
612,252.3,ALPHAPHOSPHONO DECANOIO ACID,ethyl 2-diethoxyphosphorylbutanoate,CCC(C(=O)OCC)P(=O)(OCC)OCC,252.24,LLM initial name and weight
613,280.3,ALPHAPHOSPHONO DODECANOIO ACID,ethyl 2-diethoxyphosphorylhexanoate,CCCCC(C(=O)OCC)P(=O)(OCC)OCC,280.3,LLM initial name and weight
614,308.4,ALPHAPHOSPHONO TETRADECANOIO ACID,2-(3-dibutoxyphosphorylpropoxymethyl)oxirane,CCCCOP(=O)(CCCOCC1CO1)OCCCC,308.35,LLM initial name and weight
615,336.5,ALPHAPHOSPHONO HEXADECANOIO ACID,phosphono hexadecanoate,CCCCCCCCCCCCCCCC(=O)OP(=O)(O)O,336.4,LLM initial name and weight
616,274.3,MONOSODIUM ALPHAPHOSPHONO DECANOATE,sodium;(E)-2-diethoxyphosphoryl-1-ethoxybut-1-en-1-olate,CCC(=C([O-])OCC)P(=O)(OCC)OCC.[Na+],274.23,LLM initial name and weight
617,302.3,MONOSODIUM ALPHAPHOSPHONO DODECANOATE,sodium;ethyl 2-diethoxyphosphorylhex-5-enoate;hydride,[H-].CCOC(=O)C(CCC=C)P(=O)(OCC)OCC.[Na+],302.28,LLM initial name and weight
618,330.4,MONOSODIUM ALPHAPHOSPHONO TETRADECANOATE,sodium;2-(1-phosphonoethyl)dodecanoate,CCCCCCCCCCC(C(C)P(=O)(O)O)C(=O)[O-].[Na+],330.33,LLM initial name and weight
619,358.4,MONOSODIUM ALPHAPHOSPHONO HEXADECANOATE,sodium;methoxy(tetradecoxycarbonyl)phosphinate,CCCCCCCCCCCCCCOC(=O)P(=O)([O-])OC.[Na+],358.39,LLM initial name and weight
